staSeq,locationName,locationDescription,locationType,ylat,xlong,sourceMapScale,horizCollectMethod,horizRefDatum,stateCd,munName,subBasin,adbSegID,hydroID,stationsCommentTxt,createDate,createUser,lastUpdateDate,lastUpdateUser,,
17409,Saw Mill Brook,20 yards US of confluence with Greenwoods Brook,River/Stream,41.5757,-73.4995,24000,Interpolation-Map,NAD83,CT,SHERMAN,6401,Needs,NULL,Initial Site Number= or alias of =//site comments:added for fisheries hobo project,12/15/2009 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
20154,Reichenback Brook,at Mill Road,River/Stream,41.575853,-73.171052,0,Interpolation-Satellite,WGS84,CT,WOODBURY,6802,CT6802-07_01,103012800,Established 2018 by PRWC (VOLMON) as new RBV site,12/19/2018 13:44,LallyMe,10/7/2021 14:01,BeckerM,,
19320,Great Hill Pond,center of lake,Lake,41.576,-72.564,0,Interpolation-Satellite,WGS84,CT,EAST HAMPTON,4000,NULL,NULL,; added by mbeauchene  IFD lake survey site,11/28/2016 10:33,BeaucheneM,11/17/2021 18:20,BeckerM,,
19361,Savin Lake,center of lake,Lake,41.576,-72.249,0,Interpolation-Satellite,WGS84,CT,LEBANON,3902,NULL,NULL,; added by mbeauchene  IFD lake survey site,11/28/2016 11:58,BeaucheneM,11/17/2021 18:20,BeckerM,,
16182,Pachaug Pond,10 m from shore NE corner of lake,Riverine Impoundment,41.576,-71.908,24000,GPS-Unspecified,NAD83,CT,GRISWOLD,3600,CT3600-00-3-L7_01,NULL,Initial Site Number=4873J or alias of =//site comments:littoral site for bacteria sample and final collection for benthic composite; 2007 NLA Site J,7/18/2007 0:00,Unknown,11/17/2021 18:20,BeckerM,,
20007,Great Brook,DS of Rte 67,River/Stream,41.576066,-73.408705,0,Interpolation-Satellite,WGS84,CT,NEW MILFORD,6000,NULL,NULL,IFD,1/23/2018 10:05,HagstromN,1/23/2018 10:05,HagstromN,,
17568,Sherman Brook,at Harbor Road,River/Stream,41.576275,-72.287584,24000,Unknown,NAD83,CT,COLCHESTER,3903,CT3903-00_01,108000341,Initial Site Number=CTS06621-0636 or alias of=  Site comment:   prob mon bacteria, fish community 2010," Stream Survey site number 5051""",5/26/2010 0:00,BeaucheneM,10/5/2021 14:34,BeckerM
20090,Weekeepeemee River,Old Bridge Site at the end of Paper Mill Rd.,River/Stream,41.5763,-73.2271,0,Interpolation-Satellite,WGS84,CT,WOODBURY,6804,CT6804-00_01,103012857,No Trout  only Dace and Suckers; 120 M Upstream of the Old Bridge Site,8/14/2018 8:17,Unknown,12/27/2021 17:18,BeckerM,,
17039,Sherman Brook,US of Obrien Rd,River/Stream,41.5764,-72.2875,24000,Unknown,NAD83,CT,COLCHESTER,3903,Needs,NULL,Initial Site Number=5051 or alias of =5051//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
14734,Yantic River,upstream Stanton Road,River/Stream,41.5766,-72.1918,24000,GPS-Unspecified,NAD83,CT,BOZRAH,3900,CT3900-00_02,108000330,Initial Site Number=241 or alias of =//site comments:New rotating basin stations fall 2000.  Access is at the pulloff upstream of the road crossing (100 yards).,10/20/2000 0:00,BeaucheneM,10/5/2021 14:34,BeckerM,,
17032,Sawmill Brook,US of Lake Candlewood at Sherman Town Park,River/Stream,41.5767,-73.4933,24000,Unknown,NAD83,CT,SHERMAN,6401,CT6401-00_01,NULL,Initial Site Number=3011 or alias of =3011//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/27/2021 17:18,BeckerM,,
15148,Mad River,Town Park DS of Scoville Dam,River/Stream,41.5767,-72.9839,24000,Interpolation-Map,NAD83,CT,WOLCOTT,6914,CT6914-00_03b,NULL,Initial Site Number=1661.01 or alias of =//site comments:Wolcott HS,9/22/2003 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
20421,Nonewaug River,Upstream from one lane wooden bridge.,River/Stream Perennial,41.57682,-73.17564,0,Interpolation-Satellite,WGS84,CT,WOODBURY,6802,CT6802-00_01,NULL,; From just below one-lane wooden Bridge up to Mill Dam just above old restored mill,6/30/2020 13:09,HumphreysM,11/17/2021 18:20,BeckerM,,
16854,Mine Brook,50 M DS Gadpouch Rd,River/Stream,41.5775,-72.5492,24000,Unknown,NAD83,CT,EAST HAMPTON,4000,Needs,NULL,Initial Site Number=1065 or alias of =1065//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
20641,Dickinson Creek,NW from end of Orchard Farms Rd (house #43),River/Stream,41.57764,-72.45319,0,Interpolation-Digital Map Source,WGS84,CT,COLCHESTER,4708,NULL,NULL,2022 ProbMon station - CTS06621-1288; established FA21,12/16/2021 10:31,AarrestadA,12/16/2021 10:31,AarrestadA,,
14653,Sherwood Ditch,in ditch drainage from sherwood company,Canal Drainage,41.5777,-73.0678,24000,Interpolation-Map,NAD83,CT,WATERBURY,6912,CT6912-00_01-INTO,NULL,Initial Site Number=SD1 or alias of =//site comments:established by rose to look at copper contamination in ground water and it's potential to reach steele brook,4/18/2000 0:00,GatterEvartsR,11/12/2015 10:42,Unknown,,
15621,Beach Pond,at deepest part of lake,Lake,41.5777,-71.7909,24000,Interpolation-Map,NAD83,CT,VOLUNTOWN,3600,CT3600-00-1-L1_01,NULL,Initial Site Number=1563 or alias of =//site comments:Conn College prob mon lake study,5/12/2006 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
19580,Quinnipiac River,US Atwater Street,River/Stream,41.577804,-72.897495,0,Interpolation-Satellite,WGS84,CT,SOUTHINGTON,5200,NULL,NULL,IFD,3/29/2017 7:53,HagstromN,7/16/2018 12:47,LallyMe,,
17902,Mine Brook,Above Gadpouch road,River/Stream,41.57796,-72.54991,24000,Interpolation-Satellite,NAD83,CT,EAST HAMPTON,4000,needs,NULL,; 19012,12/16/2011 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
14967,Old Tannery Brook,downstream Tosun Road Upper end industrial park,River/Stream,41.578,-72.9974,24000,Interpolation-Map,NAD83,CT,WOLCOTT,6914,NOSEG,NULL,Initial Site Number=10 or alias of =//site comments:Site added as part of a 1-day benthic RBP I protocol assessment,11/21/2002 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
16863,MOOSEHORN BROOK,within Roxbury Land Trust E. Griffith Beardsley Preserve,River/Stream,41.5781,-73.3175,24000,Unknown,NAD83,CT,ROXBURY,6700,CT6700-26_01,103012935,Initial Site Number=3085 or alias of =3085//site comments:Stream Survey Site 2017 probmon site CTS06621-1046; Original prox/landmark description: US 100 M from driveway US of Rte 199 Park at preserve parking and follow blue trail to wooden oval trail map sign (blue trail splits).  Walk left into preserve towards river  following stone wall to large oak tree. Samp,1/12/2009 0:00,BeaucheneM,11/17/2021 18:20,BeckerM,,
17903,Mine Brook,UPSTREAM OF Gadpouch RD CROSSING UP TO STATE PARK POND DAM,River/Stream,41.5782,-72.5498,24000,Interpolation-Satellite,NAD83,CT,EAST HAMPTON,4000,needs,NULL,; 21011,12/16/2011 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
19461,Ivy Brook,US of Pleasant St in Woodtick Cemetary,River/Stream,41.578233,-72.975241,0,Interpolation-Satellite,WGS84,CT,WOLCOTT,6914,NULL,NULL,IFD,1/3/2017 13:03,HagstromN,1/3/2017 13:03,HagstromN,,
16335,Nonewaug River (Nonnewaug River),at USGS gage adjacent to route 6,River/Stream,41.5783,-73.1745,24000,Unknown,NAD83,CT,WOODBURY,6802,CT6802-00_01,103012707,Initial Site Number=CTS06621-0242 or alias of =//site comments:moved slightly downstream from dot due to small dam,4/11/2008 0:00,BeaucheneM,12/27/2021 17:18,BeckerM,,
17175,Wattles Brook,US Rte 63 Parallel to Bunker Hill Rd,River/Stream,41.5783,-73.1028,24000,Unknown,NAD83,CT,WATERTOWN,6912,Needs,NULL,Initial Site Number=3074 or alias of =3074//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
14528,Silver Lake,north southern island,Lake,41.5788,-72.7752,24000,GPS-Unspecified,NAD83,CT,BERLIN,4601,CT4601-00-1-L2_01,NULL,Initial Site Number=SL-4 or alias of =SL-4//site comments:Turbidity investigation from dredging 1999,6/25/1999 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
20206,Gillette Brook,15ft downstream Williams Road,River/Stream,41.578831,-72.369716,0,Interpolation-Satellite,WGS84,CT,COLCHESTER,4703,CT4703-05_01,106002378,2018 SRWP temperature site,5/22/2019 15:47,LallyMe,10/5/2021 14:37,BeckerM,,
16521,Blissville Brook,Adjacent to Amos Cemetary off 169,River/Stream,41.5789,-72.0267,24000,Unknown,NAD83,CT,LISBON,3800,Needs,107000138,Initial Site Number=5064 or alias of =5064//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,10/5/2021 14:34,BeckerM,,
18841,Jeremy River,cemetery through state gate of River rd,River/Stream,41.578936,-72.408748,0,Interpolation-Satellite,WGS84,CT,COLCHESTER,4705,NULL,NULL,Salmon Monitoring Plot#5A,1/5/2015 14:29,HagstromN,6/20/2017 9:10,LallyMe,,
16152,New Milford Reservoir No. 4,at deepest part of lake,Reservoir,41.579,-73.38,24000,GPS-Unspecified,NAD83,CT,NEW MILFORD,6000,Needs,NULL,Initial Site Number=2355 or alias of =//site comments:Conn College prob mon lake site,5/22/2007 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
19331,Lakewood Lake,center of lake,Lake,41.579,-73.02,0,Interpolation-Satellite,WGS84,CT,WATERBURY,6900,NULL,NULL,; added by mbeauchene  IFD lake survey site,11/28/2016 10:57,BeaucheneM,11/17/2021 18:20,BeckerM,,
15338,Sawmill Brook,at Boardman Lane,River/Stream,41.579,-72.7237,24000,Interpolation-Map,NAD83,CT,MIDDLETOWN,4604,CT4604-00_01,NULL,Initial Site Number=SaB050 or alias of =//site comments:Site was sampled by CT Riverwatch as part of a wet/dry weather intensive survey in 2002,12/18/2003 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
16166,Salmon River,50 ft downsteam of mouth in middle of stream mouth of Jermey river,River/Stream,41.579,-72.423,24000,Interpolation-Map,NAD83,CT,COLCHESTER,4700,Needs,NULL,Initial Site Number=SAL-JER or alias of =//site comments:very sand bottom without a lot of rocks in stream,7/3/2007 0:00,LizotteT,3/12/2010 0:00,BeaucheneM,,
17982,Judd Brook,RT 16 DOWNSTREAM FROM WHERE GOES UNDER PROPERTY,River/Stream,41.5791,-72.328,24000,Interpolation-Satellite,NAD83,CT,COLCHESTER,4702,needs,NULL,; 21129,12/16/2011 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
14261,Kahn Brook,upstream Koskoff/Hillandale Farm,River/Stream,41.5791,-72.1661,24000,Interpolation-Map,NAD83,CT,BOZRAH,3900,CT3900-07_02,108000339,Initial Site Number=KB3 or alias of =//site comments:evaluate runoff from egg farm; access from Hillandale Farm Contact: Ed Hoffman  Vice President of Hillandale Farms Conn LLC ehoffman@hillandalefarms.com office: 860-885-6595 mobile: 860-266-3540,3/2/1999 0:00,Unknown,11/17/2021 18:20,BeckerM,,
18844,Gillette Brook,above Williams Rd,River/Stream,41.579297,-72.37029,0,Interpolation-Satellite,WGS84,CT,COLCHESTER,4703,CT4703-05_01,106002378,Salmon Plot #1,1/5/2015 14:49,HagstromN,10/5/2021 14:37,BeckerM,,
18929,Beachdale Pond,BDP-1 Deepest part of pond,Lake,41.5793,-71.86052,24000,Interpolation-Satellite,WGS84,CT,VOLUNTOWN,3600,NULL,NULL,08/2014 Preliminary response to a floating weed complaint. ID=duckweed. Shallow dammed portion of Pachaug River between Pachaug Pond and Beach Pond. WT; Station Deep Hole BDP-1  near dam end. boat launch on Route 49  boat must go under road bridge which is low. John boat fit ok. WT,10/2/2015 15:19,TokarzW,11/17/2021 18:20,BeckerM,,
19089,Yantic River  Unnamed tributary to,upstream of Yantic River at Gilman Pond,River/Stream,41.579533,-72.20122,0,Interpolation-Satellite,WGS84,CT,LEBANON,3900,NULL,108000306,Dry when visited,7/26/2016 7:31,HagstromN,10/5/2021 14:34,BeckerM,,
19935,Old Tannery Brook,100M UPSTREAM OF TOSCAN RD.  PARALLEL TO RTE 69,River/Stream,41.579622,-72.9953,0,Interpolation-Satellite,WGS84,CT,WOLCOTT,6914,6914,103012786,OLD SS# 3109,9/18/2017 11:57,LallyMe,12/21/2021 14:17,BeckerM,,
14901,Steele Brook,in mixing zone steele brook and sherwood ditch,River/Stream,41.5797,-73.0692,24000,Interpolation-Map,NAD83,CT,WATERBURY,6912,CT6912-00_01,NULL,Initial Site Number=803 or alias of =//site comments:site was added to evaluate difference between steele brook and ground water from sherwood medical,7/11/2002 0:00,BellucciC,11/12/2015 11:49,Unknown,,
16644,Falls Brook,US Miner Rd,River/Stream,41.5797,-72.7144,24000,Unknown,NAD83,CT,MIDDLETOWN,4604,Needs,NULL,Initial Site Number=1095 or alias of =1095//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
15654,Gilman Brothers,at final outfall for NPDES permit,Facility Industrial,41.5797,-72.1973,24000,Interpolation-Map,NAD83,CT,BOZRAH,3700,INTO_CT****,NULL,Initial Site Number=CT0023248-001 or alias of =g-1site//site comments:final effluent for Gilman Brothers Company.  Sampled by rose  could contain upto 50% of any other gilman brother sample locations.,5/16/2005 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
20326,Pachaug River  NNT to,Upstream of Hanes Lane,River/Stream,41.579739,-71.939119,0,Interpolation-Satellite,WGS84,CT,GRISWOLD,3600,9/1/3600,NULL,; IFD fish sample upstream of Hanes Lane,9/26/2019 10:35,EltzB,12/27/2021 17:18,BeckerM,,
14900,Steele Brook,immediately upstream confluence with sherwood ditch,River/Stream,41.5798,-73.0696,24000,Interpolation-Map,NAD83,CT,WATERBURY,6912,CT6912-00_01,NULL,Initial Site Number=802 or alias of =//site comments:site was added to evaluate difference between steele brook and ground water from sherwood medical,7/11/2002 0:00,BellucciC,11/12/2015 11:48,Unknown,,
15651,Gilman Brothers,at Chilling condensor chilling water in building,Facility Industrial,41.5798,-72.1976,24000,Interpolation-Map,NAD83,CT,BOZRAH,3700,INTO_CT****,NULL,Initial Site Number=G-1 or alias of =//site comments:site sampled by rose,5/16/2005 0:00,GatterEvartsR,3/12/2010 0:00,BeaucheneM,,
20507,Jeremy River,Upstream confluence with Blackledge River (at mouth),River/Stream,41.57981,-72.421095,0,Interpolation-Satellite,WGS84,CT,COLCHESTER,4705,4705,106002422,Established 2020 by volunteers as new RBV location,12/11/2020 11:18,LallyMe,10/5/2021 14:34,BeckerM,,
19764,Rattlesnake Brook,US of Great Hill Pond Rd,River/Stream,41.579885,-72.562403,0,Interpolation-Satellite,WGS84,CT,PORTLAND,4000,NULL,106002419,IFD,7/5/2017 13:42,HagstromN,10/5/2021 14:34,BeckerM,,
14222,Hancock Brook,near Mouth upstream RR bridge,River/Stream,41.5799,-73.0497,24000,Interpolation-Map,NAD83,CT,WATERBURY,6911,CT6911-00_01,NULL,Initial Site Number=188 or alias of =//site comments:,3/2/1999 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
14260,Jeremy River,downstream Route 149,River/Stream,41.5799,-72.4028,24000,GPS-Unspecified,NAD83,CT,COLCHESTER,4705,CT4705-00_01,106002421,Initial Site Number=129 or alias of =//site comments:,3/2/1999 0:00,Unknown,10/5/2021 14:34,BeckerM,,
15652,Gilman Brothers,at boiler blowdown from building 1,Facility Industrial,41.5799,-72.1978,24000,Interpolation-Map,NAD83,CT,BOZRAH,3700,INTO_CT****,NULL,Initial Site Number=GB-1 or alias of =//site comments:uses river water and descaling compounds  sampled by rose,5/16/2005 0:00,GatterEvartsR,3/12/2010 0:00,BeaucheneM,,
16834,Meadow Brook,Mill Hill Rd. DS of Bridge,River/Stream,41.58,-72.363,24000,Unknown,NAD83,CT,COLCHESTER,4703,CT4703-00_01,106002393,Initial Site Number=1025 or alias of =1025//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
16438,Pine Brook,at mouth Colechester Fish and Game club property,River/Stream,41.580111,-72.399371,24000,Interpolation-Map,NAD83,CT,COLCHESTER,4704,CT4704-00,106002250,Initial Site Number= or alias of =//site comments:RBV site permission by TNC-essex SRWP RBV site 2012,10/30/2008 0:00,BeaucheneM,10/5/2021 14:34,BeckerM,,
19942,Susquetonscut Brook,at Murphy Road,River/Stream,41.5802,-72.139,0,Interpolation-Satellite,WGS84,CT,FRANKLIN,3907,3907,108000315,Established 2017 by volmon (Lebanon IWWC) as new stream temperature monitoring location,9/26/2017 13:19,LallyMe,10/5/2021 14:34,BeckerM,,
20051,Jeremy River,300 ft upstream Route 149,River/Stream,41.58021,-72.40082,0,Interpolation-Satellite,WGS84,CT,COLCHESTER,4705,CT4705-00_02,106002421,Established 2017 by volunteers (SRWP) as new RBV site; 4/25/18: Site of a recent dam removal project. Station located in part of river that was previously the mill pond upstream of the (now removed) dam,4/25/2018 11:08,LallyMe,1/5/2022 12:07,BeckerM,,
16603,Day Meadow Brook,Crossing at River Rd. near cemetary,River/Stream,41.5803,-72.4083,24000,Unknown,NAD83,CT,COLCHESTER,4705,CT4705-05_01,-99,Initial Site Number=1068 or alias of =1068//site comments:Stream Survey Site; NOTE: lat/long should be verified to be closer to stream and be sure it is not on trib. WT 1242018,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
14573,John Hall Brook,downstream Edgewood Road,River/Stream,41.5804,-72.8198,24000,GPS-Unspecified,NAD83,CT,BERLIN,4600,CT4600-05_02,NULL,Initial Site Number=JhB020 or alias of =//site comments:bacteria and DO sampling in 1999 in response to verify River Watch bacteria data.,8/27/1999 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
15653,Gilman Brothers,at boiler blowdown from building 4,Facility Industrial,41.5804,-72.1983,24000,Interpolation-Map,NAD83,CT,BOZRAH,3700,INTO_CT****,NULL,Initial Site Number=GB-4 or alias of =//site comments:uses well water  oxygen scavengers and descaling compounds  sampled by rose,5/16/2005 0:00,GatterEvartsR,3/12/2010 0:00,BeaucheneM,,
14456,Steele Brook,parallel North Parking Lot for Municipal stadium,River/Stream,41.5805,-73.0703,24000,GPS-Unspecified,NAD83,CT,WATERBURY,6912,CT6912-00_02,103012916,Initial Site Number=NR21B or alias of =12251 1513.01 5-002  cts06621-0002//site comments:For WSA samples in fall 2005 the samples were taken from the north east portion of the parking lot The rotating basin sample collection location no longer exists. The stream straightened itself.  During 10/8 -10/15 2005 12+ inches of rain fell across CT. ; Access to site by parking in the lot just North of the stadium.  The historic site is at the southeast corner of the lot.  Over time the channel has shifted.  The disruption to the Steele brook site was large.  ,3/2/1999 0:00,Unknown,11/17/2021 18:20,BeckerM,,
15344,John Hall Brook,upstream Edgewood Road,River/Stream,41.5806,-72.8198,24000,Interpolation-Map,NAD83,CT,BERLIN,4600,CT4600-05_02,NULL,Initial Site Number=JhB030 or alias of =//site comments:Site was sampled by CT Riverwatch as part of a wet/dry weather intensive survey in 2000,12/18/2003 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
20128,Susquetonscut Brook,Upstream Murphy Road,River/Stream,41.580635,-72.139504,0,Interpolation-Satellite,WGS84,CT,FRANKLIN,3907,CT3907-00_01,108000315,Established Fall 2018 as new 2019 probmon site.; Probmon Site - CTS06621-1132,10/30/2018 9:57,AarrestadA,11/17/2021 18:20,BeckerM,,
15567,Pease Brook,upstream 150 meters from confluence with Yantic River,River/Stream,41.5807,-72.187,24000,Interpolation-Map,NAD83,CT,BOZRAH,3905,CT3905-00_01,108000305,Initial Site Number=43-003 or alias of =//site comments:New RBV site done by Thames TU. Park at Stanton Road and walk down north side of yantic river to pease brook  go upstream 100 meters,10/4/2004 0:00,BeaucheneM,10/5/2021 14:34,BeckerM,,
14527,Silver Lake,south northern island,Lake,41.5808,-72.7723,24000,GPS-Unspecified,NAD83,CT,BERLIN,4601,CT4601-00-1-L2_01,NULL,Initial Site Number=SL-3 or alias of =SL-3//site comments:Turbidity investigation from dredging 1999,6/25/1999 0:00,Unknown,3/12/2010 0:00,BeaucheneM,,
18003,Housatonic River  Tributary to,50 m upstream of Route 7  Candlewood Lake Road North,River/Stream,41.581,-73.43,24000,Interpolation-Satellite,NAD83,CT,NEW MILFORD,6000,needs,NULL,; 22228,12/16/2011 0:00,BeaucheneM,11/17/2021 18:20,BeckerM,,
20006,Great Brook,DS of Elm St,River/Stream,41.581147,-73.40616,0,Interpolation-Satellite,WGS84,CT,NEW MILFORD,6000,NULL,NULL,IFD,1/23/2018 10:03,HagstromN,1/23/2018 10:03,HagstromN,,
17066,Steele Brook,section parallel to rte 73 just upstream of municiple stadium,River/Stream,41.5814,-73.0708,24000,Unknown,NAD83,CT,WATERBURY,6912,CT6912-00_02,NULL,Initial Site Number=5269 or alias of =5269//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/27/2021 17:18,BeckerM,,
17943,Gillette Brook,Above Randolf Rd,River/Stream,41.58141,-72.22632,24000,Interpolation-Satellite,NAD83,CT,LEBANON,4202,needs,NULL,; 19068,12/16/2011 0:00,BeaucheneM,11/17/2021 18:20,BeckerM,,
20327,Edmonds Brook,Downstream of Chinigo Road,River/Stream,41.581507,-71.900053,0,Interpolation-Satellite,WGS84,CT,GRISWOLD,3600,8/1/3600,NULL,; IFD sample downstream of Chinigo Road,9/26/2019 10:38,EltzB,12/27/2021 17:18,BeckerM,,
15631,Pachaug Pond,PP-1: at deepest part of pond,Lake,41.5816,-71.9266,24000,Interpolation-Map,NAD83,CT,GRISWOLD,3600,CT3600-00-3-L7_01,NULL,Initial Site Number=1573 or alias of =//site comments:site established for lake probabilistic monitoring-2005. Coordinates likely changed in 2014 or prior by B. Gregoire. All data prior to 2014 may have actually been collected at coordinates for station 20560 - AA,4/27/2005 0:00,LWahle,7/20/2021 14:14,AFriebus,,
19595,Sap Mill Brook,US  North Shore Rd,River/Stream,41.581893,-71.819112,0,Interpolation-Satellite,WGS84,CT,VOLUNTOWN,3600,NULL,NULL,IFD,4/18/2017 8:46,HagstromN,4/18/2017 8:47,HagstromN,,
17761,Battle Swamp Brook,upstream of Judds Bridge Road,River/Stream,41.58193,-73.33167,0,Interpolation-Satellite,WGS84,CT,ROXBURY,6700,NULL,NULL,; fish community site number 19317,1/24/2012 14:08,BeaucheneM,11/17/2021 18:20,BeckerM,,
19366,Taftville Pond,center of lake,Riverine Impoundment,41.582,-72.045,0,Interpolation-Satellite,WGS84,CT,NORWICH,3800,NULL,NULL,; added by mbeauchene  IFD lake survey site,11/28/2016 12:04,BeaucheneM,11/17/2021 18:20,BeckerM,,
20623,Misery Brook,DS of East St,River/Stream,41.582016,-72.860881,0,Interpolation-Digital Map Source,WGS84,CT,SOUTHINGTON,5203,NULL,NULL,LGMH sampled 2021,10/19/2021 9:31,AarrestadA,10/19/2021 9:31,AarrestadA,,
18055,West Aspetuck River,at Housatonic Avenue 200 M US confluence with Housatonic River,River/Stream,41.58206,-73.41975,24000,Interpolation-Satellite,NAD83,CT,NEW MILFORD,6500,CT6502-00_01,103012630,Fisheries hobo site 2010,10/22/2010 0:00,BeaucheneM,10/5/2021 14:34,BeckerM,,
18595,West Swamp Brook,Upstream Mile Lane,River/Stream,41.582085,-72.68929,0,Interpolation-Map,NAD83,CT,MIDDLETOWN,4600,NULL,NULL,Established 2012 by IFD as new fish community monitoring site,12/2/2013 12:24,LallyMe,12/2/2013 12:24,LallyMe,,
17661,Sawmill Brook,Upstream Private Drive Below Spring Lake confluence,River/Stream,41.582508,-73.507742,24000,Interpolation-Satellite,WGS84,CT,SHERMAN,6401,NULL,103012702,; site is below former prob mon site using hexagon method.  that site was above confluence with spring lake.  on private property.,8/29/2011 13:12,BeaucheneM,11/17/2021 18:20,BeckerM,,
18493,Battleswamp Brook,Upstream Judds Bridge Road (within RLT Preserve),River/Stream,41.582548,-73.33104,0,Interpolation-Map,NAD83,CT,ROXBURY,6700,NULL,103012730,2013 RBV Site,9/30/2013 12:32,LallyMe,10/5/2021 14:34,BeckerM,,
15350,Stocking Brook,at Heritige Drive,River/Stream,41.5827,-72.8061,24000,Interpolation-Map,NAD83,CT,BERLIN,4600,CT4600-01_02,NULL,Initial Site Number=StB040 or alias of =//site comments:Site was sampled by CT Riverwatch as part of a wet/dry weather intensive survey in 2000,12/18/2003 0:00,BeaucheneM,3/12/2010 0:00,BeaucheneM,,
16706,Green River Trib,End of Champion Hill Rd.,River/Stream,41.5828,-72.5275,24000,Unknown,NAD83,CT,EAST HAMPTON,4709,Needs,NULL,Initial Site Number=1064 or alias of =1064//site comments:Stream Survey Site,1/12/2009 0:00,BeaucheneM,12/21/2021 14:17,BeckerM,,
20274,Pachaug Pond,at state boat launch,Lake,41.582845,-71.928841,0,Interpolation-Satellite,WGS84,CT,GRISWOLD,3600,NULL,NULL,; First sampled 8/21/19 in response to reported bloom in Pachaug Pond.,8/21/2019 14:39,AarrestadA,11/17/2021 18:20,BeckerM,,
19184,Blackledge River,US of Viaduct,River/Stream,41.582904,-72.422373,0,Interpolation-Satellite,WGS84,CT,COLCHESTER,4707,NULL,NULL,Habitat stabilization project location,10/27/2016 11:52,HagstromN,10/27/2016 11:53,HagstromN,,
18808,Sprain Brook,US RTE 47 NEAR PAINTER HILL RD INTERSECTION,River/Stream Perennial,41.58295,-73.24882,0,Interpolation-Satellite,WGS84,CT,WOODBURY,6803,NULL,NULL,,10/31/2014 9:52,HumphreysM,12/21/2021 14:17,BeckerM,,
18009,Rocky River,across from Rocky River motel on upstream side of Route 7,River/Stream,41.583,-73.442,24000,Interpolation-Satellite,NAD83,CT,NEW MILFORD,6000,6000-33-1,103012772,; 22229,12/16/2011 0:00,BeaucheneM,12/27/2021 17:18,BeckerM,,
18573,East Swamp Brook,UPSTREAM OF MILE LN CULVERT  25 M FROM RD TO TOP OF RIGHT BRAID,River/Stream,41.583027,-72.67725,24000,Interpolation-Map,NAD83,CT,MIDDLETOWN,4600,NULL,NULL,Established 2012 by IFD as new fish community monitoring site,12/2/2013 10:18,LallyMe,12/2/2013 10:18,LallyMe,,
18982,Meadow Brook,at Prospect Hill Rd,River/Stream,41.583056,-72.37972,0,Interpolation-Satellite,WGS84,CT,COLCHESTER,4705,NULL,106002443,Established 2015 by SRWP as new RBV station,1/5/2016 15:16,LallyMe,10/5/2021 14:34,BeckerM,,
20213,Nonewaug River,downstream of Rte. 6 bridge,River/Stream Perennial,41.5834,-73.1728,0,Interpolation-Satellite,WGS84,CT,WOODBURY,6802,CT6802-00_01,NULL,No sculpins; 145 meters downstream of rt 6,6/14/2019 15:31,Unknown,12/27/2021 17:18,BeckerM,,
19908,Wattles Brook,Downstream of stop sign at end of driveway of last house on Cayuga Road,River/Stream Intermittent,41.5834,-73.1371,0,Interpolation-Satellite,WGS84,CT,WATERTOWN,6912,NULL,103012605,This 50m sample started downstream off the grass path. No fish were present on 8/17/2017; therefore  the stream likely dried up last year. The stream would be suitable for brook trout if it had more flow (water temperature: 17C). This brook is below (fed by) Lake Winnemaug.; Inland Fisheries Division. Fish Sample Site.,8/21/2017 9:10,MachowskiE,11/17/2021 18:20,BeckerM,,
19151,Pachaug River,100 ds of Wylie School Rd,River/Stream,41.583446,-71.825652,0,Interpolation-Satellite,WGS84,CT,VOLUNTOWN,3600,NULL,NULL,,9/23/2016 13:47,HagstromN,9/23/2016 13:48,HagstromN,,
19173,Beach Pond Trib,Parallel to Beach Pond Boat Launch,River/Stream,41.583713,-71.805334,0,Interpolation-Satellite,WGS84,CT,VOLUNTOWN,3600,NULL,NULL,,10/25/2016 9:07,HagstromN,10/25/2016 9:08,HagstromN,,
