"staSeq","locationName","locationDescription","locationType","ylat","xlong","sourceMapScale","horizCollectMethod","horizRefDatum","stateCd","munName","subBasin","adbSegID","hydroID","stationsCommentTxt","createDate","createUser","lastUpdateDate","lastUpdateUser","Year"
14738,"Gardner Brook","downstream Bear Hill Road near Bishop Road intersection","River/Stream",41.5433,-72.1734,24000,"GPS-Unspecified","NAD83","CT","BOZRAH",3906,"CT3906-00_01","108000530","Initial Site Number=242 or alias of =//site comments:New rotating basin stations fall 2000",2000-10-20 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2014
14739,"Susquetonscut Brook","adjacent route 32 upstream of route 87","River/Stream",41.5724,-72.1324,24000,"GPS-Unspecified","NAD83","CT","FRANKLIN",3907,"CT3907-00_01","108000404","Initial Site Number=243 or alias of =13042//site comments:New rotating basin stations fall 2000",2000-10-20 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2000
14739,"Susquetonscut Brook","adjacent route 32 upstream of route 87","River/Stream",41.5724,-72.1324,24000,"GPS-Unspecified","NAD83","CT","FRANKLIN",3907,"CT3907-00_01","108000404","Initial Site Number=243 or alias of =13042//site comments:New rotating basin stations fall 2000",2000-10-20 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2010
14739,"Susquetonscut Brook","adjacent route 32 upstream of route 87","River/Stream",41.5724,-72.1324,24000,"GPS-Unspecified","NAD83","CT","FRANKLIN",3907,"CT3907-00_01","108000404","Initial Site Number=243 or alias of =13042//site comments:New rotating basin stations fall 2000",2000-10-20 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2014
14740,"Quaker Brook","Approx. 1/2 mile down Rte. 37 past Great Hollow Nature Preserve & Ecological Research Center","River/Stream",41.512349,-73.52695,24000,"GPS-Unspecified","NAD83","CT","NEW FAIRFIELD",8101,"CT8101-00_01","101000269","Initial Site Number=234 or alias of =//site comments:New rotating basin stations fall 2000.  Access permission contact:  Chad Seewagen, Ph.D. Executive Director Great Hollow Nature Preserve & Ecological Research Center 225 Route 37 New Fairfield, CT 06812 Office: 203.546.7789 Cell: 917.532.1303 cseewagen@greathollowct.org  John Foley 845-554-2993 jfoley@greathollowct.org; Great Hollow Nature Preserve & Ecological Research Center was formerly Weslyan outdoor adventure school Pulloff is located adjacent clearing on left of road if headed north",2000-10-20 00:00:00,"BeaucheneM",2021-11-17 18:20:50,"BeckerM",2011
14740,"Quaker Brook","Approx. 1/2 mile down Rte. 37 past Great Hollow Nature Preserve & Ecological Research Center","River/Stream",41.512349,-73.52695,24000,"GPS-Unspecified","NAD83","CT","NEW FAIRFIELD",8101,"CT8101-00_01","101000269","Initial Site Number=234 or alias of =//site comments:New rotating basin stations fall 2000.  Access permission contact:  Chad Seewagen, Ph.D. Executive Director Great Hollow Nature Preserve & Ecological Research Center 225 Route 37 New Fairfield, CT 06812 Office: 203.546.7789 Cell: 917.532.1303 cseewagen@greathollowct.org  John Foley 845-554-2993 jfoley@greathollowct.org; Great Hollow Nature Preserve & Ecological Research Center was formerly Weslyan outdoor adventure school Pulloff is located adjacent clearing on left of road if headed north",2000-10-20 00:00:00,"BeaucheneM",2021-11-17 18:20:50,"BeckerM",2003
14740,"Quaker Brook","Approx. 1/2 mile down Rte. 37 past Great Hollow Nature Preserve & Ecological Research Center","River/Stream",41.512349,-73.52695,24000,"GPS-Unspecified","NAD83","CT","NEW FAIRFIELD",8101,"CT8101-00_01","101000269","Initial Site Number=234 or alias of =//site comments:New rotating basin stations fall 2000.  Access permission contact:  Chad Seewagen, Ph.D. Executive Director Great Hollow Nature Preserve & Ecological Research Center 225 Route 37 New Fairfield, CT 06812 Office: 203.546.7789 Cell: 917.532.1303 cseewagen@greathollowct.org  John Foley 845-554-2993 jfoley@greathollowct.org; Great Hollow Nature Preserve & Ecological Research Center was formerly Weslyan outdoor adventure school Pulloff is located adjacent clearing on left of road if headed north",2000-10-20 00:00:00,"BeaucheneM",2021-11-17 18:20:50,"BeckerM",2018
14740,"Quaker Brook","Approx. 1/2 mile down Rte. 37 past Great Hollow Nature Preserve & Ecological Research Center","River/Stream",41.512349,-73.52695,24000,"GPS-Unspecified","NAD83","CT","NEW FAIRFIELD",8101,"CT8101-00_01","101000269","Initial Site Number=234 or alias of =//site comments:New rotating basin stations fall 2000.  Access permission contact:  Chad Seewagen, Ph.D. Executive Director Great Hollow Nature Preserve & Ecological Research Center 225 Route 37 New Fairfield, CT 06812 Office: 203.546.7789 Cell: 917.532.1303 cseewagen@greathollowct.org  John Foley 845-554-2993 jfoley@greathollowct.org; Great Hollow Nature Preserve & Ecological Research Center was formerly Weslyan outdoor adventure school Pulloff is located adjacent clearing on left of road if headed north",2000-10-20 00:00:00,"BeaucheneM",2021-11-17 18:20:50,"BeckerM",2000
14740,"Quaker Brook","Approx. 1/2 mile down Rte. 37 past Great Hollow Nature Preserve & Ecological Research Center","River/Stream",41.512349,-73.52695,24000,"GPS-Unspecified","NAD83","CT","NEW FAIRFIELD",8101,"CT8101-00_01","101000269","Initial Site Number=234 or alias of =//site comments:New rotating basin stations fall 2000.  Access permission contact:  Chad Seewagen, Ph.D. Executive Director Great Hollow Nature Preserve & Ecological Research Center 225 Route 37 New Fairfield, CT 06812 Office: 203.546.7789 Cell: 917.532.1303 cseewagen@greathollowct.org  John Foley 845-554-2993 jfoley@greathollowct.org; Great Hollow Nature Preserve & Ecological Research Center was formerly Weslyan outdoor adventure school Pulloff is located adjacent clearing on left of road if headed north",2000-10-20 00:00:00,"BeaucheneM",2021-11-17 18:20:50,"BeckerM",2013
14740,"Quaker Brook","Approx. 1/2 mile down Rte. 37 past Great Hollow Nature Preserve & Ecological Research Center","River/Stream",41.512349,-73.52695,24000,"GPS-Unspecified","NAD83","CT","NEW FAIRFIELD",8101,"CT8101-00_01","101000269","Initial Site Number=234 or alias of =//site comments:New rotating basin stations fall 2000.  Access permission contact:  Chad Seewagen, Ph.D. Executive Director Great Hollow Nature Preserve & Ecological Research Center 225 Route 37 New Fairfield, CT 06812 Office: 203.546.7789 Cell: 917.532.1303 cseewagen@greathollowct.org  John Foley 845-554-2993 jfoley@greathollowct.org; Great Hollow Nature Preserve & Ecological Research Center was formerly Weslyan outdoor adventure school Pulloff is located adjacent clearing on left of road if headed north",2000-10-20 00:00:00,"BeaucheneM",2021-11-17 18:20:50,"BeckerM",2016
14741,"Titicus River","upstream Sherwood Road","River/Stream",41.3287,-73.5218,24000,"GPS-Unspecified","NAD83","CT","RIDGEFIELD",8104,"CT8104-00_01","101000729","Initial Site Number=235 or alias of =//site comments:New rotating basin stations fall 2000",2000-10-20 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2000
14741,"Titicus River","upstream Sherwood Road","River/Stream",41.3287,-73.5218,24000,"GPS-Unspecified","NAD83","CT","RIDGEFIELD",8104,"CT8104-00_01","101000729","Initial Site Number=235 or alias of =//site comments:New rotating basin stations fall 2000",2000-10-20 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2011
14741,"Titicus River","upstream Sherwood Road","River/Stream",41.3287,-73.5218,24000,"GPS-Unspecified","NAD83","CT","RIDGEFIELD",8104,"CT8104-00_01","101000729","Initial Site Number=235 or alias of =//site comments:New rotating basin stations fall 2000",2000-10-20 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2003
14741,"Titicus River","upstream Sherwood Road","River/Stream",41.3287,-73.5218,24000,"GPS-Unspecified","NAD83","CT","RIDGEFIELD",8104,"CT8104-00_01","101000729","Initial Site Number=235 or alias of =//site comments:New rotating basin stations fall 2000",2000-10-20 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2013
14741,"Titicus River","upstream Sherwood Road","River/Stream",41.3287,-73.5218,24000,"GPS-Unspecified","NAD83","CT","RIDGEFIELD",8104,"CT8104-00_01","101000729","Initial Site Number=235 or alias of =//site comments:New rotating basin stations fall 2000",2000-10-20 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2016
14763,"Ashaway River","at State line on route 184","River/Stream",41.4433,-71.7963,24000,"Interpolation-Map","NAD83","RI","WESTERLY, RI",1003,"CT1003-00","110001335","Initial Site Number=245A or alias of =25-003//site comments:Site was added to have some additonal data to compare to North Stonington Land Alliance volunteer monitoring data.  Site looks very good.",2001-05-07 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2013
14773,"Fenger Brook","downstream 100 meters Route 1","River/Stream",41.3404,-72.1218,24000,"Interpolation-Map","NAD83","CT","WATERFORD",2000,"CT2000-30_01","108002305","Initial Site Number=13010 or alias of =13010//site comments:site was sampled on 6/22/01 by fisheries and MB as single pass all species, channel looked good, but only eels and grass pickeral.  Re-sample of stream survey site.",2001-06-22 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2019
14784,"East Swamp Brook","at Shelter Rock Road","River/Stream",41.3958,-73.4072,24000,"GPS-Unspecified","NAD83","CT","BETHEL",6605,"CT6605-00_01",NA,"Initial Site Number=LK-7 or alias of =//site comments:The site is extremely flat.  The water was stagnet with no visible flow.  The water is >5 feet deep at the bridge.  Sampled as part of a mini-intensive survey to locate potential fish sampling segments.",2001-06-29 00:00:00,"Unknown",2021-09-30 17:44:21,"BeckerM",2016
14784,"East Swamp Brook","at Shelter Rock Road","River/Stream",41.3958,-73.4072,24000,"GPS-Unspecified","NAD83","CT","BETHEL",6605,"CT6605-00_01",NA,"Initial Site Number=LK-7 or alias of =//site comments:The site is extremely flat.  The water was stagnet with no visible flow.  The water is >5 feet deep at the bridge.  Sampled as part of a mini-intensive survey to locate potential fish sampling segments.",2001-06-29 00:00:00,"Unknown",2021-09-30 17:44:21,"BeckerM",2011
14792,"Long Meadow Pond Brook","upstream Elm Street","River/Stream",41.4864,-73.0556,24000,"Interpolation-Map","NAD83","CT","NAUGATUCK",6917,"CT6917-00_01","103014706","Initial Site Number=LMPD or alias of =//site comments:field observations naugatuck river intensive survey 2001",2001-09-12 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2014
14792,"Long Meadow Pond Brook","upstream Elm Street","River/Stream",41.4864,-73.0556,24000,"Interpolation-Map","NAD83","CT","NAUGATUCK",6917,"CT6917-00_01","103014706","Initial Site Number=LMPD or alias of =//site comments:field observations naugatuck river intensive survey 2001",2001-09-12 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2011
14792,"Long Meadow Pond Brook","upstream Elm Street","River/Stream",41.4864,-73.0556,24000,"Interpolation-Map","NAD83","CT","NAUGATUCK",6917,"CT6917-00_01","103014706","Initial Site Number=LMPD or alias of =//site comments:field observations naugatuck river intensive survey 2001",2001-09-12 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2006
14792,"Long Meadow Pond Brook","upstream Elm Street","River/Stream",41.4864,-73.0556,24000,"Interpolation-Map","NAD83","CT","NAUGATUCK",6917,"CT6917-00_01","103014706","Initial Site Number=LMPD or alias of =//site comments:field observations naugatuck river intensive survey 2001",2001-09-12 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2013
14799,"Steele Brook","at Echo Lake Road","River/Stream",41.6042,-73.1127,24000,"Interpolation-Map","NAD83","CT","WATERTOWN",6912,"CT6912-00_02",NA,"Initial Site Number=SB3 or alias of =//site comments:Sampled as part of an intensive survey to identifiy a demarcation line between fully supporting benthic community and an impaired benthic community.",2001-11-01 00:00:00,"Unknown",2021-09-30 17:44:21,"BeckerM",2020
14800,"Steele Brook","upstream Route 6 (Culter Street)","River/Stream",41.6105,-73.1153,24000,"Interpolation-Map","NAD83","CT","WATERTOWN",6912,"CT6912-00_03","103004492","Initial Site Number=SB2 or alias of =5-015//site comments:Sampled as part of an intensive survey to identifiy a demarcation line between fully supporting benthic community and an impaired benthic community.",2001-11-01 00:00:00,"Unknown",2021-12-27 17:18:19,"BeckerM",2017
14800,"Steele Brook","upstream Route 6 (Culter Street)","River/Stream",41.6105,-73.1153,24000,"Interpolation-Map","NAD83","CT","WATERTOWN",6912,"CT6912-00_03","103004492","Initial Site Number=SB2 or alias of =5-015//site comments:Sampled as part of an intensive survey to identifiy a demarcation line between fully supporting benthic community and an impaired benthic community.",2001-11-01 00:00:00,"Unknown",2021-12-27 17:18:19,"BeckerM",2011
14800,"Steele Brook","upstream Route 6 (Culter Street)","River/Stream",41.6105,-73.1153,24000,"Interpolation-Map","NAD83","CT","WATERTOWN",6912,"CT6912-00_03","103004492","Initial Site Number=SB2 or alias of =5-015//site comments:Sampled as part of an intensive survey to identifiy a demarcation line between fully supporting benthic community and an impaired benthic community.",2001-11-01 00:00:00,"Unknown",2021-12-27 17:18:19,"BeckerM",2013
14800,"Steele Brook","upstream Route 6 (Culter Street)","River/Stream",41.6105,-73.1153,24000,"Interpolation-Map","NAD83","CT","WATERTOWN",6912,"CT6912-00_03","103004492","Initial Site Number=SB2 or alias of =5-015//site comments:Sampled as part of an intensive survey to identifiy a demarcation line between fully supporting benthic community and an impaired benthic community.",2001-11-01 00:00:00,"Unknown",2021-12-27 17:18:19,"BeckerM",2016
14800,"Steele Brook","upstream Route 6 (Culter Street)","River/Stream",41.6105,-73.1153,24000,"Interpolation-Map","NAD83","CT","WATERTOWN",6912,"CT6912-00_03","103004492","Initial Site Number=SB2 or alias of =5-015//site comments:Sampled as part of an intensive survey to identifiy a demarcation line between fully supporting benthic community and an impaired benthic community.",2001-11-01 00:00:00,"Unknown",2021-12-27 17:18:19,"BeckerM",2004
14800,"Steele Brook","upstream Route 6 (Culter Street)","River/Stream",41.6105,-73.1153,24000,"Interpolation-Map","NAD83","CT","WATERTOWN",6912,"CT6912-00_03","103004492","Initial Site Number=SB2 or alias of =5-015//site comments:Sampled as part of an intensive survey to identifiy a demarcation line between fully supporting benthic community and an impaired benthic community.",2001-11-01 00:00:00,"Unknown",2021-12-27 17:18:19,"BeckerM",2006
14800,"Steele Brook","upstream Route 6 (Culter Street)","River/Stream",41.6105,-73.1153,24000,"Interpolation-Map","NAD83","CT","WATERTOWN",6912,"CT6912-00_03","103004492","Initial Site Number=SB2 or alias of =5-015//site comments:Sampled as part of an intensive survey to identifiy a demarcation line between fully supporting benthic community and an impaired benthic community.",2001-11-01 00:00:00,"Unknown",2021-12-27 17:18:19,"BeckerM",2020
14800,"Steele Brook","upstream Route 6 (Culter Street)","River/Stream",41.6105,-73.1153,24000,"Interpolation-Map","NAD83","CT","WATERTOWN",6912,"CT6912-00_03","103004492","Initial Site Number=SB2 or alias of =5-015//site comments:Sampled as part of an intensive survey to identifiy a demarcation line between fully supporting benthic community and an impaired benthic community.",2001-11-01 00:00:00,"Unknown",2021-12-27 17:18:19,"BeckerM",2018
14804,"Mill Brook","upstream first Cream Hill Road crossing from mouth","River/Stream",41.8804,-73.331,24000,"Interpolation-Map","NAD83","CT","CORNWALL",6008,"CT6008-00_02a","103005089","Initial Site Number=ct18.03 or alias of =//site comments:site was sampled as a result of sparse benthic community as determined by US EPA proabalistic monitoring.  This site is the lower boundary of that segment sampled.",2001-11-13 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2006
14804,"Mill Brook","upstream first Cream Hill Road crossing from mouth","River/Stream",41.8804,-73.331,24000,"Interpolation-Map","NAD83","CT","CORNWALL",6008,"CT6008-00_02a","103005089","Initial Site Number=ct18.03 or alias of =//site comments:site was sampled as a result of sparse benthic community as determined by US EPA proabalistic monitoring.  This site is the lower boundary of that segment sampled.",2001-11-13 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2011
14804,"Mill Brook","upstream first Cream Hill Road crossing from mouth","River/Stream",41.8804,-73.331,24000,"Interpolation-Map","NAD83","CT","CORNWALL",6008,"CT6008-00_02a","103005089","Initial Site Number=ct18.03 or alias of =//site comments:site was sampled as a result of sparse benthic community as determined by US EPA proabalistic monitoring.  This site is the lower boundary of that segment sampled.",2001-11-13 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2015
14813,"Blackberry River","upstream Jacquier Farm Complex","River/Stream",42.0065,-73.2343,24000,"Interpolation-Map","NAD83","CT","NORFOLK",6100,"CT6100-00_03","103003511","Initial Site Number=5 or alias of =//site comments:site is upstream of the Jacquier farm complex.  Sampled as background condition for downstream sites. WD fisheries established due to concern of WQ on trout survival",2001-12-28 00:00:00,"BeaucheneM",2021-12-27 17:18:19,"BeckerM",2011
14813,"Blackberry River","upstream Jacquier Farm Complex","River/Stream",42.0065,-73.2343,24000,"Interpolation-Map","NAD83","CT","NORFOLK",6100,"CT6100-00_03","103003511","Initial Site Number=5 or alias of =//site comments:site is upstream of the Jacquier farm complex.  Sampled as background condition for downstream sites. WD fisheries established due to concern of WQ on trout survival",2001-12-28 00:00:00,"BeaucheneM",2021-12-27 17:18:19,"BeckerM",2016
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2017
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2015
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2018
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2012
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2019
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2008
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2009
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2014
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2004
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2007
14825,"Naugatuck River","upstream Route 222 (6) Crossing","River/Stream",41.6743,-73.0695,24000,"Interpolation-Map","NAD83","CT","THOMASTON",6900,"CT6900-00_06","103010654","Initial Site Number=NR13 or alias of =NR14a//site comments:river water collected for reference copper tests to see effect of river water on copper toxicity, an NQ pick collected for macros on 5/17/04",2002-02-20 00:00:00,"GatterEvartsR",2021-10-05 14:34:45,"BeckerM",2006
14828,"Farmington River","downstream Route 177","River/Stream",41.756,-72.8863,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4300,"CT4300-00_03","105000100","Initial Site Number= or alias of =//site comments:fish tissue collection location on 2/10/97",2002-03-27 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2017
14828,"Farmington River","downstream Route 177","River/Stream",41.756,-72.8863,24000,"Interpolation-Map","NAD83","CT","FARMINGTON",4300,"CT4300-00_03","105000100","Initial Site Number= or alias of =//site comments:fish tissue collection location on 2/10/97",2002-03-27 00:00:00,"BeaucheneM",2021-10-05 14:34:45,"BeckerM",2018
14839,"Muddy Brook","Upstream of private bridge Number 1600 Route 187","River/Stream",42.0326,-72.6837,24000,"GPS-Unspecified","NAD83","CT","SUFFIELD",4101,"CT4101-00_02",NA,"Initial Site Number=CT 05-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Low gradient primarily soft sand bottom.",2002-04-24 00:00:00,"Unknown",2010-03-12 00:00:00,"BeaucheneM",2002
14840,"Mountain Brook","Within Granby LT Schlicht Preserve, adjacent old logging road","River/Stream",41.9741,-72.8375,24000,"GPS-Unspecified","NAD83","CT","GRANBY",4320,"CT4320-08_01","105000748","Initial Site Number=CT 13-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring. High gradient large waterfalls and plunge pools.  Access via private property the Katan residence at the end of ---- rd.  Walk along base of hill until logging road vears uphill. 8/14/17 accessed via private road (on digital maps as Old Messenger Road) behind 19 Morningside Drive.  Within Granby Land Trust Schlicht Preserve - drive to end of old dirt road, then follow dirt road/l",2002-04-24 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2002
14840,"Mountain Brook","Within Granby LT Schlicht Preserve, adjacent old logging road","River/Stream",41.9741,-72.8375,24000,"GPS-Unspecified","NAD83","CT","GRANBY",4320,"CT4320-08_01","105000748","Initial Site Number=CT 13-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring. High gradient large waterfalls and plunge pools.  Access via private property the Katan residence at the end of ---- rd.  Walk along base of hill until logging road vears uphill. 8/14/17 accessed via private road (on digital maps as Old Messenger Road) behind 19 Morningside Drive.  Within Granby Land Trust Schlicht Preserve - drive to end of old dirt road, then follow dirt road/l",2002-04-24 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2012
14841,"FARMINGTON RIVER","100 meters upstream Steele bridge on Town Bridge Road","River/Stream",41.8257,-72.9295,24000,"GPS-Unspecified","NAD83","CT","CANTON",4300,"CT4300-00_04","105000209","Initial Site Number=CT 21-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Easily wadeable at low flows large riffle area.",2002-04-25 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2002
14841,"FARMINGTON RIVER","100 meters upstream Steele bridge on Town Bridge Road","River/Stream",41.8257,-72.9295,24000,"GPS-Unspecified","NAD83","CT","CANTON",4300,"CT4300-00_04","105000209","Initial Site Number=CT 21-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Easily wadeable at low flows large riffle area.",2002-04-25 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2008
14841,"FARMINGTON RIVER","100 meters upstream Steele bridge on Town Bridge Road","River/Stream",41.8257,-72.9295,24000,"GPS-Unspecified","NAD83","CT","CANTON",4300,"CT4300-00_04","105000209","Initial Site Number=CT 21-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Easily wadeable at low flows large riffle area.",2002-04-25 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2010
14841,"FARMINGTON RIVER","100 meters upstream Steele bridge on Town Bridge Road","River/Stream",41.8257,-72.9295,24000,"GPS-Unspecified","NAD83","CT","CANTON",4300,"CT4300-00_04","105000209","Initial Site Number=CT 21-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Easily wadeable at low flows large riffle area.",2002-04-25 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2012
14842,"Indian Meadow Brook","between Route 44 crossing and end of Loomis Street","River/Stream",41.9305,-73.079,24000,"GPS-Unspecified","NAD83","CT","WINCHESTER",4302,"CT4302-09_01","105000586","Initial Site Number=CT 11-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Small stream mostly riffles.",2002-04-25 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2008
14842,"Indian Meadow Brook","between Route 44 crossing and end of Loomis Street","River/Stream",41.9305,-73.079,24000,"GPS-Unspecified","NAD83","CT","WINCHESTER",4302,"CT4302-09_01","105000586","Initial Site Number=CT 11-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Small stream mostly riffles.",2002-04-25 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2002
14842,"Indian Meadow Brook","between Route 44 crossing and end of Loomis Street","River/Stream",41.9305,-73.079,24000,"GPS-Unspecified","NAD83","CT","WINCHESTER",4302,"CT4302-09_01","105000586","Initial Site Number=CT 11-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Small stream mostly riffles.",2002-04-25 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2012
14842,"Indian Meadow Brook","between Route 44 crossing and end of Loomis Street","River/Stream",41.9305,-73.079,24000,"GPS-Unspecified","NAD83","CT","WINCHESTER",4302,"CT4302-09_01","105000586","Initial Site Number=CT 11-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Small stream mostly riffles.",2002-04-25 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2015
14842,"Indian Meadow Brook","between Route 44 crossing and end of Loomis Street","River/Stream",41.9305,-73.079,24000,"GPS-Unspecified","NAD83","CT","WINCHESTER",4302,"CT4302-09_01","105000586","Initial Site Number=CT 11-02 or alias of =//site comments:Site was selected by EPA wadeable probabalistic monitoring.  Small stream mostly riffles.",2002-04-25 00:00:00,"Unknown",2021-10-05 14:34:45,"BeckerM",2014
